1975-01-01 00:00:00+01,3128,BJ
1976-01-01 00:00:00+01,4253,BJ
1991-01-01 00:00:00+01,1,BJ
2000-01-01 00:00:00+01,4,BJ
2001-01-01 00:00:00+01,14,BJ
2002-01-01 00:00:00+01,20,BJ
2003-01-01 00:00:00+01,26,BJ
2004-01-01 00:00:00+01,36,BJ
2005-01-01 00:00:00+01,81,BJ
2006-01-01 00:00:00+01,188,BJ
2007-01-01 00:00:00+01,249,BJ
2008-01-01 00:00:00+01,262,BJ
2009-01-01 00:00:00+01,301,BJ
2010-01-01 00:00:00+01,56,BJ
1973-01-01 00:00:00+01,39,BL
1974-01-01 00:00:00+01,27,BL
1975-01-01 00:00:00+01,172,BL
1976-01-01 00:00:00+01,133,BL
1973-01-01 00:00:00+01,1212,BM
1974-01-01 00:00:00+01,1596,BM
1975-01-01 00:00:00+01,1642,BM
1976-01-01 00:00:00+01,2141,BM
2003-01-01 00:00:00+01,1,BM
2004-01-01 00:00:00+01,1,BM
2005-01-01 00:00:00+01,7,BM
2006-01-01 00:00:00+01,14,BM
2007-01-01 00:00:00+01,11,BM
2008-01-01 00:00:00+01,10,BM
2009-01-01 00:00:00+01,26,BM
2010-01-01 00:00:00+01,5,BM
1973-01-01 00:00:00+01,109,BN
1974-01-01 00:00:00+01,144,BN
1975-01-01 00:00:00+01,412,BN
1976-01-01 00:00:00+01,297,BN
1985-01-01 00:00:00+01,2,BN
1987-01-01 00:00:00+01,1,BN
1989-01-01 00:00:00+01,2,BN
1990-01-01 00:00:00+01,1,BN
1994-01-01 00:00:00+01,2,BN
1995-01-01 00:00:00+01,2,BN
1996-01-01 00:00:00+01,2,BN
1997-01-01 00:00:00+01,1,BN
1998-01-01 00:00:00+01,2,BN
1999-01-01 00:00:00+01,2,BN
2000-01-01 00:00:00+01,4,BN
2001-01-01 00:00:00+01,5,BN
2002-01-01 00:00:00+01,7,BN
2003-01-01 00:00:00+01,10,BN
2004-01-01 00:00:00+01,11,BN
2005-01-01 00:00:00+01,29,BN
2006-01-01 00:00:00+01,101,BN
2007-01-01 00:00:00+01,143,BN
2008-01-01 00:00:00+01,131,BN
2009-01-01 00:00:00+01,142,BN
2010-01-01 00:00:00+01,26,BN
1973-01-01 00:00:00+01,1285,BO
1974-01-01 00:00:00+01,2148,BO
1975-01-01 00:00:00+01,2472,BO
1976-01-01 00:00:00+01,2749,BO
1989-01-01 00:00:00+01,1,BO
1992-01-01 00:00:00+01,2,BO
1998-01-01 00:00:00+01,1,BO
2000-01-01 00:00:00+01,1,BO
2002-01-01 00:00:00+01,7,BO
2003-01-01 00:00:00+01,16,BO
2004-01-01 00:00:00+01,61,BO
2005-01-01 00:00:00+01,250,BO
2006-01-01 00:00:00+01,1165,BO
2007-01-01 00:00:00+01,976,BO
2008-01-01 00:00:00+01,1073,BO
2009-01-01 00:00:00+01,820,BO
2010-01-01 00:00:00+01,157,BO
2005-01-01 00:00:00+01,2,BQ
2006-01-01 00:00:00+01,4,BQ
2007-01-01 00:00:00+01,4,BQ
2009-01-01 00:00:00+01,7,BQ
1966-01-01 00:00:00+01,2,BR
1973-01-01 00:00:00+01,9760,BR
1974-01-01 00:00:00+01,21222,BR
1975-01-01 00:00:00+01,25379,BR
1976-01-01 00:00:00+01,29151,BR
1985-01-01 00:00:00+01,3,BR
1986-01-01 00:00:00+01,1,BR
1988-01-01 00:00:00+01,2,BR
1989-01-01 00:00:00+01,6,BR
1990-01-01 00:00:00+01,1,BR
1992-01-01 00:00:00+01,4,BR
1993-01-01 00:00:00+01,2,BR
1994-01-01 00:00:00+01,1,BR
1995-01-01 00:00:00+01,1,BR
1996-01-01 00:00:00+01,1,BR
1997-01-01 00:00:00+01,1,BR
1998-01-01 00:00:00+01,6,BR
