1986-01-01 00:00:00+01	1	ES
1986-01-01 00:00:00+01	1	FR
1986-01-01 00:00:00+01	1	FR
1986-01-01 00:00:00+01	1	GB
1986-01-01 00:00:00+01	1	HR
1986-01-01 00:00:00+01	1	IL
1986-01-01 00:00:00+01	1	IN
1986-01-01 00:00:00+01	1	IQ
1986-01-01 00:00:00+01	1	IR
1986-01-01 00:00:00+01	1	IR
1986-01-01 00:00:00+01	1	IT
1986-01-01 00:00:00+01	1	IT
1986-01-01 00:00:00+01	1	KE
1986-01-01 00:00:00+01	1	KE
1986-01-01 00:00:00+01	1	KE
1986-01-01 00:00:00+01	1	KP
1986-01-01 00:00:00+01	1	KW
1986-01-01 00:00:00+01	1	NG
1986-01-01 00:00:00+01	1	PH
1986-01-01 00:00:00+01	1	PK
1986-01-01 00:00:00+01	1	PK
1986-01-01 00:00:00+01	1	RU
1986-01-01 00:00:00+01	1	RU
1986-01-01 00:00:00+01	1	SA
1986-01-01 00:00:00+01	1	TH
1986-01-01 00:00:00+01	1	TR
1986-01-01 00:00:00+01	1	ZA
1986-01-01 00:00:00+01	1	ZW
1986-01-01 00:00:00+01	1	AE
1986-01-01 00:00:00+01	1	AF
1986-01-01 00:00:00+01	1	AT
1986-01-01 00:00:00+01	1	AU
1986-01-01 00:00:00+01	1	BG
1986-01-01 00:00:00+01	1	BG
1986-01-01 00:00:00+01	1	BG
1986-01-01 00:00:00+01	1	BR
1986-01-01 00:00:00+01	1	BY
1986-01-01 00:00:00+01	1	CO
1986-01-01 00:00:00+01	1	CO
1986-01-01 00:00:00+01	1	DE
1986-01-01 00:00:00+01	2	DZ
1986-01-01 00:00:00+01	2	DZ
1986-01-01 00:00:00+01	2	EG
1986-01-01 00:00:00+01	2	IN
1986-01-01 00:00:00+01	2	IQ
1986-01-01 00:00:00+01	2	JO
1986-01-01 00:00:00+01	2	KR
1986-01-01 00:00:00+01	2	SO
1986-01-01 00:00:00+01	2	UG
1986-01-01 00:00:00+01	2	UG
1986-01-01 00:00:00+01	2	US
1986-01-01 00:00:00+01	2	US
1986-01-01 00:00:00+01	2	AU
1986-01-01 00:00:00+01	2	DE
1986-01-01 00:00:00+01	2	DE
1986-01-01 00:00:00+01	3	EG
1986-01-01 00:00:00+01	3	FR
1986-01-01 00:00:00+01	3	GB
1986-01-01 00:00:00+01	3	GR
1986-01-01 00:00:00+01	3	JO
1986-01-01 00:00:00+01	3	PK
1986-01-01 00:00:00+01	3	SO
1986-01-01 00:00:00+01	3	TR
1986-01-01 00:00:00+01	3	US
1986-01-01 00:00:00+01	3	BD
1986-01-01 00:00:00+01	4	TR
1986-01-01 00:00:00+01	4	AZ
1986-01-01 00:00:00+01	5	IR
1986-01-01 00:00:00+01	5	LB
1986-01-01 00:00:00+01	5	PK
1986-01-01 00:00:00+01	5	SY
1986-01-01 00:00:00+01	7	EG
1986-01-01 00:00:00+01	7	LB
1986-01-01 00:00:00+01	7	SY
1986-01-01 00:00:00+01	8	PT
1986-01-01 00:00:00+01	8	DE
1986-01-01 00:00:00+01	9	EG
1986-01-01 00:00:00+01	9	AT
1986-01-01 00:00:00+01	12	IL
1986-01-01 00:00:00+01	12	LY
1987-01-01 00:00:00+01	1	AF
1987-01-01 00:00:00+01	1	AM
1987-01-01 00:00:00+01	1	AO
1987-01-01 00:00:00+01	1	BD
1987-01-01 00:00:00+01	1	BD
1987-01-01 00:00:00+01	1	BD
1987-01-01 00:00:00+01	1	BD
1987-01-01 00:00:00+01	1	BN
1987-01-01 00:00:00+01	1	CA
1987-01-01 00:00:00+01	1	CN
1987-01-01 00:00:00+01	1	CO
1987-01-01 00:00:00+01	1	CO
1987-01-01 00:00:00+01	1	CO
1987-01-01 00:00:00+01	1	CY
1987-01-01 00:00:00+01	1	CZ
1987-01-01 00:00:00+01	1	DE
1987-01-01 00:00:00+01	1	EG
1987-01-01 00:00:00+01	1	EG
1987-01-01 00:00:00+01	1	ES
1987-01-01 00:00:00+01	1	ET
1987-01-01 00:00:00+01	1	FR
1987-01-01 00:00:00+01	1	FR
1987-01-01 00:00:00+01	1	GB
1987-01-01 00:00:00+01	1	ID
1987-01-01 00:00:00+01	1	IN
1987-01-01 00:00:00+01	1	IN
1987-01-01 00:00:00+01	1	IN
1987-01-01 00:00:00+01	1	IN
1987-01-01 00:00:00+01	1	IQ
1987-01-01 00:00:00+01	1	IQ
1987-01-01 00:00:00+01	1	IT
1987-01-01 00:00:00+01	1	KH
1987-01-01 00:00:00+01	1	KR
1987-01-01 00:00:00+01	1	KR
1987-01-01 00:00:00+01	1	LB
1987-01-01 00:00:00+01	1	MA
1987-01-01 00:00:00+01	1	MA
1987-01-01 00:00:00+01	1	MY
1987-01-01 00:00:00+01	1	NI
1987-01-01 00:00:00+01	1	NP
1987-01-01 00:00:00+01	1	PH
1987-01-01 00:00:00+01	1	PL
1987-01-01 00:00:00+01	1	PY
1987-01-01 00:00:00+01	1	RS
1987-01-01 00:00:00+01	1	SA
1987-01-01 00:00:00+01	1	SD
1987-01-01 00:00:00+01	1	SD
1987-01-01 00:00:00+01	1	SG
1987-01-01 00:00:00+01	1	SG
1987-01-01 00:00:00+01	1	TR
1987-01-01 00:00:00+01	1	TR
1987-01-01 00:00:00+01	1	UG
1987-01-01 00:00:00+01	1	UG
1987-01-01 00:00:00+01	1	US
1987-01-01 00:00:00+01	1	ZA
1987-01-01 00:00:00+01	1	ZA
1987-01-01 00:00:00+01	1	ZA
1987-01-01 00:00:00+01	1	ZM
1987-01-01 00:00:00+01	2	AT
1987-01-01 00:00:00+01	2	DE
1987-01-01 00:00:00+01	2	EG
1987-01-01 00:00:00+01	2	GB
1987-01-01 00:00:00+01	2	IN
1987-01-01 00:00:00+01	2	IN
1987-01-01 00:00:00+01	2	IQ
1987-01-01 00:00:00+01	2	NG
1987-01-01 00:00:00+01	2	PK
1987-01-01 00:00:00+01	2	PK
1987-01-01 00:00:00+01	2	RO
1987-01-01 00:00:00+01	2	RU
1987-01-01 00:00:00+01	2	SA
1987-01-01 00:00:00+01	2	SA
1987-01-01 00:00:00+01	2	TR
1987-01-01 00:00:00+01	2	TR
1987-01-01 00:00:00+01	2	US
1987-01-01 00:00:00+01	2	YE
1987-01-01 00:00:00+01	3	AU
1987-01-01 00:00:00+01	3	DZ
1987-01-01 00:00:00+01	3	EG
1987-01-01 00:00:00+01	3	GB
1987-01-01 00:00:00+01	3	GR
1987-01-01 00:00:00+01	3	IR
1987-01-01 00:00:00+01	3	IT
1987-01-01 00:00:00+01	3	JO
1987-01-01 00:00:00+01	3	KW
1987-01-01 00:00:00+01	3	PT
1987-01-01 00:00:00+01	4	DE
1987-01-01 00:00:00+01	4	FR
1987-01-01 00:00:00+01	4	IL
1987-01-01 00:00:00+01	4	JO
1987-01-01 00:00:00+01	4	SA
1987-01-01 00:00:00+01	4	TN
1987-01-01 00:00:00+01	5	AZ
1987-01-01 00:00:00+01	5	DE
1987-01-01 00:00:00+01	5	EG
1987-01-01 00:00:00+01	5	ID
1987-01-01 00:00:00+01	5	PH
1987-01-01 00:00:00+01	5	SY
1987-01-01 00:00:00+01	6	LY
1987-01-01 00:00:00+01	6	US
1987-01-01 00:00:00+01	6	US
1987-01-01 00:00:00+01	7	AT
1987-01-01 00:00:00+01	7	LB
1987-01-01 00:00:00+01	7	SY
1987-01-01 00:00:00+01	7	TN
1987-01-01 00:00:00+01	8	DZ
1987-01-01 00:00:00+01	12	DE
1988-01-01 00:00:00+01	1	KR
1988-01-01 00:00:00+01	1	LR
1988-01-01 00:00:00+01	1	MA
1988-01-01 00:00:00+01	1	MA
1988-01-01 00:00:00+01	1	MM
1988-01-01 00:00:00+01	1	MN
1988-01-01 00:00:00+01	1	MR
1988-01-01 00:00:00+01	1	MR
1988-01-01 00:00:00+01	1	MX
1988-01-01 00:00:00+01	1	MX
1988-01-01 00:00:00+01	1	NG
1988-01-01 00:00:00+01	1	NG
1988-01-01 00:00:00+01	1	NG
1988-01-01 00:00:00+01	1	NG
1988-01-01 00:00:00+01	1	NI
1988-01-01 00:00:00+01	1	NI
1988-01-01 00:00:00+01	1	PL
1988-01-01 00:00:00+01	1	PY
1988-01-01 00:00:00+01	1	RO
1988-01-01 00:00:00+01	1	RO
1988-01-01 00:00:00+01	1	RU
1988-01-01 00:00:00+01	1	SA
1988-01-01 00:00:00+01	1	SA
1988-01-01 00:00:00+01	1	SD
1988-01-01 00:00:00+01	1	SK
1988-01-01 00:00:00+01	1	SL
1988-01-01 00:00:00+01	1	SO
1988-01-01 00:00:00+01	1	SO
1988-01-01 00:00:00+01	1	SV
1988-01-01 00:00:00+01	1	TD
1988-01-01 00:00:00+01	1	TR
1988-01-01 00:00:00+01	1	TR
1988-01-01 00:00:00+01	1	UG
1988-01-01 00:00:00+01	1	US
1988-01-01 00:00:00+01	1	US
1988-01-01 00:00:00+01	1	VE
1988-01-01 00:00:00+01	1	VE
1988-01-01 00:00:00+01	1	VN
1988-01-01 00:00:00+01	1	YE
1988-01-01 00:00:00+01	1	YE
1988-01-01 00:00:00+01	1	ZA
1988-01-01 00:00:00+01	1	ZW
1988-01-01 00:00:00+01	1	ZW
1988-01-01 00:00:00+01	1	ZW
1988-01-01 00:00:00+01	1	AL
1988-01-01 00:00:00+01	1	AU
1988-01-01 00:00:00+01	1	BD
1988-01-01 00:00:00+01	1	BD
1988-01-01 00:00:00+01	1	BD
1988-01-01 00:00:00+01	1	BG
1988-01-01 00:00:00+01	1	BR
1988-01-01 00:00:00+01	1	BR
1988-01-01 00:00:00+01	1	CA
1988-01-01 00:00:00+01	1	CF
1988-01-01 00:00:00+01	1	CM
1988-01-01 00:00:00+01	1	CN
1988-01-01 00:00:00+01	1	CN
1988-01-01 00:00:00+01	1	CN
1988-01-01 00:00:00+01	1	CN
1988-01-01 00:00:00+01	1	CO
1988-01-01 00:00:00+01	1	CO
1988-01-01 00:00:00+01	1	DE
1988-01-01 00:00:00+01	1	EC
1988-01-01 00:00:00+01	1	EG
1988-01-01 00:00:00+01	1	EG
1988-01-01 00:00:00+01	1	ER
1988-01-01 00:00:00+01	1	ES
1988-01-01 00:00:00+01	1	ES
1988-01-01 00:00:00+01	1	ET
1988-01-01 00:00:00+01	1	FI
1988-01-01 00:00:00+01	1	FR
1988-01-01 00:00:00+01	1	GB
1988-01-01 00:00:00+01	1	GD
1988-01-01 00:00:00+01	1	GH
