1974-01-01 00:00:00+01	FO	9
1974-01-01 00:00:00+01	FR	97213
1974-01-01 00:00:00+01	GA	3882
1974-01-01 00:00:00+01	GB	104681
1974-01-01 00:00:00+01	GD	2304
1974-01-01 00:00:00+01	GF	186
1974-01-01 00:00:00+01	GH	8251
1974-01-01 00:00:00+01	GI	242
1974-01-01 00:00:00+01	GL	385
1974-01-01 00:00:00+01	GM	2275
1974-01-01 00:00:00+01	GN	8197
1974-01-01 00:00:00+01	GP	66
1974-01-01 00:00:00+01	GQ	159
1974-01-01 00:00:00+01	GR	33292
1974-01-01 00:00:00+01	GT	7214
1974-01-01 00:00:00+01	GU	1723
1974-01-01 00:00:00+01	GW	2596
1974-01-01 00:00:00+01	GY	2153
1974-01-01 00:00:00+01	HK	18888
1974-01-01 00:00:00+01	HN	7077
1974-01-01 00:00:00+01	HT	1701
1974-01-01 00:00:00+01	HU	10935
1974-01-01 00:00:00+01	ID	42952
1974-01-01 00:00:00+01	IE	11021
1974-01-01 00:00:00+01	IL	22875
1974-01-01 00:00:00+01	IM	1331
1974-01-01 00:00:00+01	IN	24502
1974-01-01 00:00:00+01	IQ	7294
1974-01-01 00:00:00+01	IR	29054
1974-01-01 00:00:00+01	IS	6592
1974-01-01 00:00:00+01	IT	13982
1974-01-01 00:00:00+01	JM	2909
1974-01-01 00:00:00+01	JO	17480
1974-01-01 00:00:00+01	JP	67939
1974-01-01 00:00:00+01	KE	12082
1974-01-01 00:00:00+01	KH	5210
1974-01-01 00:00:00+01	KI	8
1974-01-01 00:00:00+01	KM	21
1974-01-01 00:00:00+01	KN	16
1974-01-01 00:00:00+01	KP	2054
1974-01-01 00:00:00+01	KR	18357
1974-01-01 00:00:00+01	KW	19762
1974-01-01 00:00:00+01	KY	3467
1974-01-01 00:00:00+01	LA	11615
1974-01-01 00:00:00+01	LB	34335
1974-01-01 00:00:00+01	LC	22
1974-01-01 00:00:00+01	LI	199
1974-01-01 00:00:00+01	LK	6869
1974-01-01 00:00:00+01	LR	3671
1974-01-01 00:00:00+01	LS	3010
1974-01-01 00:00:00+01	LU	8646
1974-01-01 00:00:00+01	LY	2532
1974-01-01 00:00:00+01	MA	13198
1974-01-01 00:00:00+01	MC	235
1974-01-01 00:00:00+01	MF	1
1974-01-01 00:00:00+01	MG	3324
1974-01-01 00:00:00+01	MH	113
1974-01-01 00:00:00+01	ML	7195
1974-01-01 00:00:00+01	MM	4492
1974-01-01 00:00:00+01	MN	424
1974-01-01 00:00:00+01	MO	272
1974-01-01 00:00:00+01	MP	1098
1974-01-01 00:00:00+01	MQ	1599
1974-01-01 00:00:00+01	MR	4749
1974-01-01 00:00:00+01	MS	53
1974-01-01 00:00:00+01	MT	3479
1974-01-01 00:00:00+01	MU	752
1974-01-01 00:00:00+01	MV	218
1974-01-01 00:00:00+01	MW	3699
1974-01-01 00:00:00+01	MX	26531
1974-01-01 00:00:00+01	MY	2356
1974-01-01 00:00:00+01	MZ	4222
1974-01-01 00:00:00+01	NC	77
1974-01-01 00:00:00+01	NE	7412
1974-01-01 00:00:00+01	NF	4466
1974-01-01 00:00:00+01	NG	19719
1974-01-01 00:00:00+01	NI	5745
1974-01-01 00:00:00+01	NL	8887
1974-01-01 00:00:00+01	NO	15466
1974-01-01 00:00:00+01	NP	5407
1974-01-01 00:00:00+01	NR	161
1974-01-01 00:00:00+01	NU	102
1974-01-01 00:00:00+01	NZ	3592
1974-01-01 00:00:00+01	OM	4203
1974-01-01 00:00:00+01	PA	17576
1974-01-01 00:00:00+01	PE	17443
1974-01-01 00:00:00+01	PF	78
1974-01-01 00:00:00+01	PG	112
1974-01-01 00:00:00+01	PH	42492
1974-01-01 00:00:00+01	PK	28030
1974-01-01 00:00:00+01	PL	27876
1974-01-01 00:00:00+01	PR	1471
1974-01-01 00:00:00+01	PS	396
1974-01-01 00:00:00+01	PT	25865
1974-01-01 00:00:00+01	PW	146
1974-01-01 00:00:00+01	PY	4054
1974-01-01 00:00:00+01	QA	2621
1974-01-01 00:00:00+01	RE	266
1974-01-01 00:00:00+01	RO	18922
1974-01-01 00:00:00+01	RW	2413
1974-01-01 00:00:00+01	SA	23906
1974-01-01 00:00:00+01	SB	66
1974-01-01 00:00:00+01	SC	1033
1974-01-01 00:00:00+01	SD	7445
1974-01-01 00:00:00+01	SE	15309
1974-01-01 00:00:00+01	SG	10646
1974-01-01 00:00:00+01	SH	11
1974-01-01 00:00:00+01	SJ	1
1974-01-01 00:00:00+01	SL	2210
1974-01-01 00:00:00+01	SM	120
1974-01-01 00:00:00+01	SN	12817
1974-01-01 00:00:00+01	SO	4850
1974-01-01 00:00:00+01	SR	1080
1974-01-01 00:00:00+01	ST	230
1974-01-01 00:00:00+01	SU	64476
1974-01-01 00:00:00+01	SV	6739
1974-01-01 00:00:00+01	SX	2
1974-01-01 00:00:00+01	SY	17921
1974-01-01 00:00:00+01	SZ	3235
1974-01-01 00:00:00+01	TD	3577
1974-01-01 00:00:00+01	TG	46634
1974-01-01 00:00:00+01	TH	27313
1974-01-01 00:00:00+01	TK	11
1974-01-01 00:00:00+01	TN	10437
1974-01-01 00:00:00+01	TO	238
1974-01-01 00:00:00+01	TR	35063
1974-01-01 00:00:00+01	TT	532
1974-01-01 00:00:00+01	TV	2
1974-01-01 00:00:00+01	TW	16364
1974-01-01 00:00:00+01	TZ	2974
1974-01-01 00:00:00+01	UG	1841
1974-01-01 00:00:00+01	US	83529
1974-01-01 00:00:00+01	UY	5184
1974-01-01 00:00:00+01	VA	1319
1974-01-01 00:00:00+01	VC	17
1974-01-01 00:00:00+01	VE	20966
1974-01-01 00:00:00+01	VG	17
1974-01-01 00:00:00+01	VN	6072
1974-01-01 00:00:00+01	VS	22192
1974-01-01 00:00:00+01	VU	180
1974-01-01 00:00:00+01	WS	557
1974-01-01 00:00:00+01	YD	400
1974-01-01 00:00:00+01	YE	4518
1974-01-01 00:00:00+01	YT	8
1974-01-01 00:00:00+01	YU	20473
1974-01-01 00:00:00+01	ZA	21280
1974-01-01 00:00:00+01	ZM	10023
1974-01-01 00:00:00+01	ZW	343
1975-01-01 00:00:00+01	AC	29
1975-01-01 00:00:00+01	AD	16
1975-01-01 00:00:00+01	AE	977
1975-01-01 00:00:00+01	AF	9659
1975-01-01 00:00:00+01	AI	1229
1975-01-01 00:00:00+01	AL	546
1975-01-01 00:00:00+01	AN	123
1975-01-01 00:00:00+01	AO	16432
1975-01-01 00:00:00+01	AQ	200
1975-01-01 00:00:00+01	AR	5146
1975-01-01 00:00:00+01	AS	4
1975-01-01 00:00:00+01	AT	34971
1975-01-01 00:00:00+01	AU	28329
1975-01-01 00:00:00+01	AW	116
1975-01-01 00:00:00+01	AX	1
1975-01-01 00:00:00+01	BB	3964
1975-01-01 00:00:00+01	BD	11841
1975-01-01 00:00:00+01	BE	46923
1975-01-01 00:00:00+01	BF	2267
1975-01-01 00:00:00+01	BG	11087
1975-01-01 00:00:00+01	BH	7669
1975-01-01 00:00:00+01	BI	2904
1975-01-01 00:00:00+01	BJ	3128
1975-01-01 00:00:00+01	BL	172
1975-01-01 00:00:00+01	BM	1642
1975-01-01 00:00:00+01	BN	412
1975-01-01 00:00:00+01	BO	2472
1975-01-01 00:00:00+01	BR	25379
1975-01-01 00:00:00+01	BS	5348
1975-01-01 00:00:00+01	BT	153
1975-01-01 00:00:00+01	BV	1
1975-01-01 00:00:00+01	BW	5457
1975-01-01 00:00:00+01	BZ	3680
1975-01-01 00:00:00+01	CA	36107
1975-01-01 00:00:00+01	CC	10
1975-01-01 00:00:00+01	CD	11418
1975-01-01 00:00:00+01	CF	2748
1975-01-01 00:00:00+01	CG	1671
1975-01-01 00:00:00+01	CH	83373
1975-01-01 00:00:00+01	CI	9188
1975-01-01 00:00:00+01	CK	52
1975-01-01 00:00:00+01	CL	18985
1975-01-01 00:00:00+01	CM	6199
1975-01-01 00:00:00+01	CN	29269
1975-01-01 00:00:00+01	CO	18200
1975-01-01 00:00:00+01	CR	4642
1975-01-01 00:00:00+01	CS	9168
1975-01-01 00:00:00+01	CU	6404
1975-01-01 00:00:00+01	CV	716
1975-01-01 00:00:00+01	CW	8
1975-01-01 00:00:00+01	CX	6
1975-01-01 00:00:00+01	CY	17775
1975-01-01 00:00:00+01	DD	19872
