1973-03-01 00:00:00+01,2,SU,46.47747,30.73262
1973-03-01 00:00:00+01,2,EU,47.0,8.0
1973-03-01 00:00:00+01,2,SU,51.1801,71.44598
1973-03-01 00:00:00+01,2,AR,-34.61315,-58.37723
1973-03-01 00:00:00+01,2,FO,62.0,-7.0
1973-03-01 00:00:00+01,2,TN,34.74056,10.76028
1973-03-01 00:00:00+01,2,TO,-20.0,-175.0
1973-03-01 00:00:00+01,2,GB,52.48142,-1.89983
1973-03-01 00:00:00+01,2,UG,0.43902,33.20317
1973-03-01 00:00:00+01,2,UG,-0.60467,30.64851
1973-03-01 00:00:00+01,2,GH,6.68848,-1.62443
1973-03-01 00:00:00+01,2,VA,41.9,12.45
1973-03-01 00:00:00+01,2,VE,10.07389,-69.32278
1973-03-01 00:00:00+01,2,GM,13.27136,-16.64944
1973-03-01 00:00:00+01,2,BD,23.46186,91.18504
1973-03-01 00:00:00+01,2,GQ,1.86391,9.76582
1973-03-01 00:00:00+01,2,YU,43.32472,21.90333
1973-03-01 00:00:00+01,2,GU,13.47567,144.74886
1973-03-01 00:00:00+01,2,IL,31.79213,34.64966
1973-03-01 00:00:00+01,2,IN,23.8507,72.12963
1973-03-01 00:00:00+01,2,BJ,9.33716,2.63031
1973-03-01 00:00:00+01,2,IQ,30.53302,47.79747
1973-03-01 00:00:00+01,2,IQ,36.335,43.11889
1973-03-01 00:00:00+01,2,IR,36.31559,59.56796
1973-03-01 00:00:00+01,2,JM,18.47116,-77.91883
1973-03-01 00:00:00+01,2,KH,11.56245,104.91601
1973-03-01 00:00:00+01,2,BW,-21.16995,27.50788
1973-03-01 00:00:00+01,2,KR,35.10278,129.04028
1973-03-01 00:00:00+01,2,LI,47.1667,9.5333
1973-03-01 00:00:00+01,2,CG,-1.0,15.0
1973-03-01 00:00:00+01,2,MO,-5.115,-36.63444
1973-03-01 00:00:00+01,2,NI,12.19732,-86.09706
1973-03-01 00:00:00+01,2,CR,10.01625,-84.21163
1973-03-01 00:00:00+01,3,NR,-0.5333,166.917
1973-03-01 00:00:00+01,3,AC,14.42,7.93
1973-03-01 00:00:00+01,3,CY,34.91667,33.62917
1973-03-01 00:00:00+01,3,AE,25.25817,55.30472
1973-03-01 00:00:00+01,3,CY,35.125,33.95
1973-03-01 00:00:00+01,3,PK,30.19556,71.47528
1973-03-01 00:00:00+01,3,QA,25.68389,51.50583
1973-03-01 00:00:00+01,3,DZ,35.69111,-0.64167
1973-03-01 00:00:00+01,3,SO,10.43959,45.01432
1973-03-01 00:00:00+01,3,AQ,-90.0,0.0
1973-03-01 00:00:00+01,3,AR,-26.82414,-65.2226
1973-03-01 00:00:00+01,3,ET,15.0,39.0
1973-03-01 00:00:00+01,3,ET,15.60811,39.47455
1973-03-01 00:00:00+01,3,SU,43.00697,40.9893
1973-03-01 00:00:00+01,3,SU,48.0,68.0
1973-03-01 00:00:00+01,3,SU,49.98081,36.25272
1973-03-01 00:00:00+01,3,TD,9.1429,18.3923
1973-03-01 00:00:00+01,3,AU,-33.9,150.93333
1973-03-01 00:00:00+01,3,AU,-34.92866,138.59863
1973-03-01 00:00:00+01,3,GB,55.86515,-4.25763
1973-03-01 00:00:00+01,3,GI,36.14474,-5.35257
1973-03-01 00:00:00+01,3,GN,10.38542,-9.30568
1973-03-01 00:00:00+01,3,WS,-13.83333,-171.76666
1973-03-01 00:00:00+01,3,BD,24.374,88.60114
1973-03-01 00:00:00+01,3,BE,50.63373,5.56749
1973-03-01 00:00:00+01,3,GW,11.86357,-15.59767
1973-03-01 00:00:00+01,3,ZW,-17.82772,31.05337
1973-03-01 00:00:00+01,3,BG,42.15,24.75
1973-03-01 00:00:00+01,3,IN,12.97194,77.59369
1973-03-01 00:00:00+01,3,IR,38.08,46.2919
1973-03-01 00:00:00+01,3,JP,35.44778,139.6425
1973-03-01 00:00:00+01,3,CA,51.05011,-114.08529
1973-03-01 00:00:00+01,3,LY,32.76272,21.75506
1973-03-01 00:00:00+01,3,CG,-4.26613,15.28318
1973-03-01 00:00:00+01,3,ML,12.39173,-5.46421
1973-03-01 00:00:00+01,3,MW,-13.96692,33.78725
1973-03-01 00:00:00+01,3,MZ,-15.11646,39.2666
1973-03-01 00:00:00+01,3,NL,52.07667,4.29861
1973-03-01 00:00:00+01,4,NO,63.43049,10.39506
1973-03-01 00:00:00+01,4,CV,16.0,-24.0
1973-03-01 00:00:00+01,4,PA,9.08333,-79.38333
1973-03-01 00:00:00+01,4,PE,-8.11599,-79.02998
1973-03-01 00:00:00+01,4,RE,-21.1,55.6
1973-03-01 00:00:00+01,4,SU,53.9,27.56667
1973-03-01 00:00:00+01,4,TG,9.55111,1.18611
1973-03-01 00:00:00+01,4,GB,50.37153,-4.14305
1973-03-01 00:00:00+01,4,TW,22.61626,120.31333
1973-03-01 00:00:00+01,4,VE,10.63167,-71.64056
1973-03-01 00:00:00+01,4,YU,43.84864,18.35644
1973-03-01 00:00:00+01,4,YU,44.0,21.0
1973-03-01 00:00:00+01,4,BE,51.05,3.71667
1973-03-01 00:00:00+01,4,IE,51.89797,-8.47061
1973-03-01 00:00:00+01,4,CG,-4.16556,13.29278
1973-03-01 00:00:00+01,4,CL,-33.55384,-71.60761
1973-03-01 00:00:00+01,4,NG,7.38778,3.89639
1973-03-01 00:00:00+01,4,NI,11.97444,-86.09417
1973-03-01 00:00:00+01,4,CR,9.99286,-83.03053
1973-03-01 00:00:00+01,5,PE,-16.39889,-71.535
1973-03-01 00:00:00+01,5,DZ,36.365,6.61472
1973-03-01 00:00:00+01,5,SE,57.70716,11.96679
1973-03-01 00:00:00+01,5,SU,40.37767,49.89201
1973-03-01 00:00:00+01,5,SU,41.64159,41.63593
1973-03-01 00:00:00+01,5,TZ,-3.36667,36.68333
1973-03-01 00:00:00+01,5,BD,22.80978,89.56439
1973-03-01 00:00:00+01,5,YU,46.0,15.0
1973-03-01 00:00:00+01,5,BM,32.3333,-64.75
1973-03-01 00:00:00+01,5,IT,41.89474,12.4839
1973-03-01 00:00:00+01,5,BR,-23.20083,-47.28694
1973-03-01 00:00:00+01,5,LB,33.56306,35.36889
1973-03-01 00:00:00+01,5,MN,47.90771,106.88324
1973-03-01 00:00:00+01,5,MR,20.93098,-17.03465
1973-03-01 00:00:00+01,5,CO,10.96389,-74.79639
1973-03-01 00:00:00+01,5,NC,-22.27631,166.4572
1973-03-01 00:00:00+01,5,NO,58.97005,5.73332
1973-03-01 00:00:00+01,6,PK,31.41667,73.08333
1973-03-01 00:00:00+01,6,AL,41.32306,19.44139
1973-03-01 00:00:00+01,6,AT,47.79941,13.04399
1973-03-01 00:00:00+01,6,AW,12.5,-69.9667
1973-03-01 00:00:00+01,6,VN,20.85611,106.68222
1973-03-01 00:00:00+01,6,YU,41.03111,21.34028
1973-03-01 00:00:00+01,6,BG,43.21667,27.91667
1973-03-01 00:00:00+01,6,IN,28.65381,77.22897
1973-03-01 00:00:00+01,6,BJ,9.5,2.25
1973-03-01 00:00:00+01,6,JP,34.69374,135.50218
1973-03-01 00:00:00+01,6,BS,26.53333,-78.7
1973-03-01 00:00:00+01,6,KE,-4.05466,39.66359
1973-03-01 00:00:00+01,6,BT,27.5,90.5
1973-03-01 00:00:00+01,6,LA,16.56504,104.75273
1973-03-01 00:00:00+01,6,MA,31.63416,-7.99994
1973-03-01 00:00:00+01,6,MG,-18.1492,49.40234
1973-03-01 00:00:00+01,6,CH,47.5584,7.57327
1973-03-01 00:00:00+01,6,MZ,-19.84361,34.83889
1973-03-01 00:00:00+01,6,NC,-21.5,165.5
1973-03-01 00:00:00+01,7,PS,31.52935,35.0938
1973-03-01 00:00:00+01,7,SC,-32.61841,-60.15478
1973-03-01 00:00:00+01,7,ET,11.59364,37.39077
1973-03-01 00:00:00+01,7,AU,-27.46794,153.02809
1973-03-01 00:00:00+01,7,GD,12.1167,-61.6667
1973-03-01 00:00:00+01,7,YU,42.00122,21.42878
1973-03-01 00:00:00+01,7,YU,45.1667,15.5
1973-03-01 00:00:00+01,7,ID,-6.90389,107.61861
1973-03-01 00:00:00+01,7,IT,38.11582,13.35976
1973-03-01 00:00:00+01,7,MQ,14.61557,-60.90308
1973-03-01 00:00:00+01,7,NL,52.09083,5.12222
1973-03-01 00:00:00+01,8,CY,34.675,33.03333
1973-03-01 00:00:00+01,8,VU,-17.73381,168.32188
1973-03-01 00:00:00+01,8,ZA,-22.55941,17.08323
1973-03-01 00:00:00+01,8,BE,51.21989,4.40346
1973-03-01 00:00:00+01,8,BR,-12.97111,-38.51083
1973-03-01 00:00:00+01,8,IT,45.07049,7.68682
1973-03-01 00:00:00+01,8,BR,-7.33278,-47.46944
1973-03-01 00:00:00+01,8,LB,33.27333,35.19389
1973-03-01 00:00:00+01,8,CG,-0.48193,15.89988
1973-03-01 00:00:00+01,9,PS,31.5,34.46667
1973-03-01 00:00:00+01,9,SU,42.0,43.5
1973-03-01 00:00:00+01,9,SU,50.45466,30.5238
1973-03-01 00:00:00+01,9,GB,50.73306,-1.77567
1973-03-01 00:00:00+01,9,GF,5.5,-54.03333
1973-03-01 00:00:00+01,9,YE,13.57952,44.02091
1973-03-01 00:00:00+01,9,BO,-19.03332,-65.26274
1973-03-01 00:00:00+01,9,BR,-21.22778,-50.86833
1973-03-01 00:00:00+01,10,AL,41.3275,19.81889
1973-03-01 00:00:00+01,10,AR,-32.94682,-60.63932
1973-03-01 00:00:00+01,10,FK,-51.75,-59.0
1973-03-01 00:00:00+01,10,UY,-30.90534,-55.55076
1973-03-01 00:00:00+01,11,US,40.71427,-74.00597
1973-03-01 00:00:00+01,11,YU,41.8333,22.0
1973-03-01 00:00:00+01,11,KH,13.10271,103.19822
1973-03-01 00:00:00+01,12,CU,20.14444,-75.20917
1973-03-01 00:00:00+01,12,RO,47.16667,27.6
1973-03-01 00:00:00+01,12,ES,39.46975,-0.37739
1973-03-01 00:00:00+01,12,TR,37,35.3213333
1973-03-01 00:00:00+01,12,US,40.6501,-73.94958
1973-03-01 00:00:00+01,12,CS,48.14816,17.10674
1973-03-01 00:00:00+01,13,NZ,-36.86667,174.76667
1973-03-01 00:00:00+01,13,CY,34.76667,32.41667
1973-03-01 00:00:00+01,13,PR,18.01108,-66.61406
1973-03-01 00:00:00+01,13,SL,8.5,-11.5
1973-03-01 00:00:00+01,13,ST,0.33654,6.72732
1973-03-01 00:00:00+01,13,SU,49.0,32.0
